p_val,avg_log2FC,pct.OE,pct.Scr,p_val_adj,gene
7.00E-01,0.4542975352,0.028,0.034,1.00E+00,Dyrk2
7.00E-01,0.3791751703,0.028,0.034,1.00E+00,Rab39b
7.01E-01,0.1601026014,0.057,0.068,1.00E+00,Timm8b
7.01E-01,0.6464496979,0.048,0.058,1.00E+00,Bcl2l2
7.01E-01,0.8774166455,0.103,0.101,1.00E+00,Traf3ip1
7.01E-01,0.2182124926,0.028,0.034,1.00E+00,Leprot
7.01E-01,0.1211545928,0.624,0.758,1.00E+00,Slc35f3
7.02E-01,0.2535969226,0.333,0.411,1.00E+00,Stx8
7.02E-01,0.2798391846,0.541,0.652,1.00E+00,Ulk2
7.02E-01,-0.6739976218,0.007,0.01,1.00E+00,Snx22
7.03E-01,0.32775923,0.062,0.072,1.00E+00,Fbxl4
7.03E-01,0.8365756786,0.239,0.266,1.00E+00,Nyap2
7.03E-01,0.1496442927,0.647,0.826,1.00E+00,Celf4
7.03E-01,0.4487386655,0.101,0.121,1.00E+00,Tyw5
7.04E-01,0.4786948784,0.053,0.063,1.00E+00,2410002F23Rik
7.04E-01,0.6746996682,0.048,0.058,1.00E+00,Zfp68
7.04E-01,0.7815900131,0.028,0.034,1.00E+00,Gm43773
7.04E-01,0.5362725081,0.078,0.092,1.00E+00,Ercc4
7.04E-01,-0.8911594082,0.007,0.01,1.00E+00,Cobll1
7.04E-01,-1.116327385,0.007,0.01,1.00E+00,Gli3
7.04E-01,-0.979617227,0.007,0.01,1.00E+00,Zfp97
7.05E-01,0.730983566,0.112,0.111,1.00E+00,Fam104a
7.06E-01,0.7499980952,0.028,0.034,1.00E+00,Zfp626
7.07E-01,-0.511824459,0.007,0.01,1.00E+00,Ankrd63
7.07E-01,0.3258468304,0.032,0.039,1.00E+00,Lipo3
7.07E-01,0.8326664658,0.028,0.034,1.00E+00,Tex47
7.07E-01,0.3222399882,0.328,0.43,1.00E+00,Dync2h1
7.07E-01,1.24898393,0.018,0.014,1.00E+00,Far2os2
7.07E-01,1.334109474,0.018,0.014,1.00E+00,Zfp599
7.07E-01,1.049525562,0.018,0.014,1.00E+00,A630052C17Rik
7.07E-01,0.7891703043,0.018,0.014,1.00E+00,Pex12
7.07E-01,1.852534835,0.018,0.014,1.00E+00,Scpep1os
7.07E-01,0.7058399734,0.124,0.126,1.00E+00,Txnl1
7.08E-01,0.3061056978,0.167,0.198,1.00E+00,Alkbh1
7.08E-01,0.3870667368,0.213,0.261,1.00E+00,Ube2d1
7.08E-01,0.6255101102,0.089,0.106,1.00E+00,E2f4
7.08E-01,0.3527115544,0.032,0.039,1.00E+00,2310058D17Rik
7.08E-01,0.4681927605,0.073,0.087,1.00E+00,Rer1
7.08E-01,0.7047755715,0.039,0.034,1.00E+00,Dnajc4
7.08E-01,0.1949019522,0.092,0.106,1.00E+00,Coil
7.08E-01,0.4765957875,0.083,0.097,1.00E+00,Aamdc
7.09E-01,-0.4459001859,0.007,0.01,1.00E+00,Chn1os3
7.09E-01,-0.5903426415,0.007,0.01,1.00E+00,Lyrm2
7.09E-01,-0.7644236551,0.007,0.01,1.00E+00,Gpr37
7.09E-01,-0.7745588023,0.007,0.01,1.00E+00,Cers3
7.09E-01,-0.4707030958,0.007,0.01,1.00E+00,Gm9725
7.09E-01,-0.5898506491,0.007,0.01,1.00E+00,Pomc
7.09E-01,-0.5906322916,0.007,0.01,1.00E+00,Ribc1
7.09E-01,1.140708605,0.018,0.014,1.00E+00,Tnfaip6
7.09E-01,0.7970457573,0.018,0.014,1.00E+00,D11Wsu47e
7.09E-01,0.8598062541,0.018,0.014,1.00E+00,Gm10037
7.09E-01,0.9051914241,0.018,0.014,1.00E+00,1700066B19Rik
7.09E-01,0.6944446652,0.085,0.101,1.00E+00,Usp5
7.10E-01,0.5516954156,0.057,0.068,1.00E+00,Fan1
7.10E-01,0.5636307506,0.057,0.068,1.00E+00,Gm26803
7.10E-01,1.179319716,0.018,0.014,1.00E+00,Proser3
7.10E-01,0.9784565446,0.018,0.014,1.00E+00,Dnajc14
7.10E-01,0.7400142933,0.018,0.014,1.00E+00,Arg2
7.11E-01,-0.510836604,0.007,0.01,1.00E+00,Spag16
7.11E-01,-0.2486620723,0.007,0.01,1.00E+00,Gm7160
7.11E-01,-0.4918476582,0.007,0.01,1.00E+00,Tgif2
7.11E-01,-0.1182725741,0.007,0.01,1.00E+00,Tnfrsf1b
7.11E-01,-0.3868307765,0.007,0.01,1.00E+00,Gm35021
7.11E-01,-0.1750780929,0.007,0.01,1.00E+00,Deup1
7.11E-01,-0.5458064912,0.007,0.01,1.00E+00,Gm26737
7.11E-01,-0.3631274477,0.007,0.01,1.00E+00,Gm40518
7.11E-01,-0.474575344,0.007,0.01,1.00E+00,Paqr5
7.11E-01,-0.4093376417,0.007,0.01,1.00E+00,Gm47113
7.11E-01,-0.2629952312,0.007,0.01,1.00E+00,Gm17201
7.11E-01,-0.24626981,0.007,0.01,1.00E+00,Snhg15
7.11E-01,0.1533306766,0.007,0.01,1.00E+00,Gm12289
7.11E-01,0.2163205747,0.007,0.01,1.00E+00,Gm4419
7.11E-01,-0.142972985,0.007,0.01,1.00E+00,Macc1
7.11E-01,-0.1589480827,0.007,0.01,1.00E+00,D130062J10Rik
7.11E-01,0.1038762485,0.007,0.01,1.00E+00,Has2os
7.11E-01,-0.2471287116,0.007,0.01,1.00E+00,Gm41396
7.11E-01,-0.249271783,0.007,0.01,1.00E+00,Gm26575
7.11E-01,-0.4917276919,0.007,0.01,1.00E+00,Fads2
7.11E-01,-0.3630175576,0.007,0.01,1.00E+00,Cacna1f
7.11E-01,0.488061783,0.032,0.039,1.00E+00,Alg5
7.12E-01,0.862156207,0.018,0.014,1.00E+00,Scel
7.12E-01,0.3953853988,0.078,0.092,1.00E+00,Gm10658
7.12E-01,0.7721592358,0.053,0.063,1.00E+00,Unc5a
7.12E-01,0.8685485572,0.044,0.039,1.00E+00,Doc2b
7.13E-01,0.5303691645,0.122,0.145,1.00E+00,Ikzf4
7.13E-01,0.5635747821,0.156,0.188,1.00E+00,Rsu1
7.13E-01,0.1223287696,0.546,0.739,1.00E+00,Taok1
7.13E-01,0.889633699,0.044,0.039,1.00E+00,Urb1
7.13E-01,0.2354194697,0.328,0.43,1.00E+00,Psmd14
7.13E-01,-0.3793655637,0.007,0.01,1.00E+00,Gm13617
7.13E-01,-0.1722398873,0.007,0.01,1.00E+00,Scn7a
7.13E-01,-0.3977075924,0.007,0.01,1.00E+00,Acoxl
7.13E-01,-0.3273560773,0.007,0.01,1.00E+00,Pard6b
7.13E-01,-0.2080790859,0.007,0.01,1.00E+00,Chrna4
7.13E-01,-0.1404329476,0.007,0.01,1.00E+00,Gm43445
7.13E-01,0.1508036252,0.007,0.01,1.00E+00,Kti12
7.13E-01,0.5903824031,0.007,0.01,1.00E+00,Kcnq4
7.13E-01,0.2338854288,0.007,0.01,1.00E+00,Zfp69
7.13E-01,-0.1937919451,0.007,0.01,1.00E+00,Il5ra
7.13E-01,-0.2220558341,0.007,0.01,1.00E+00,AI987944
7.13E-01,0.1633451928,0.007,0.01,1.00E+00,Tradd
7.13E-01,-0.1353971086,0.007,0.01,1.00E+00,Fbxl8
7.13E-01,-0.1122574721,0.007,0.01,1.00E+00,Gm16156
7.13E-01,-0.380994383,0.007,0.01,1.00E+00,Pstpip1
7.13E-01,0.1083571434,0.007,0.01,1.00E+00,Gm11639
7.13E-01,-0.1074094937,0.007,0.01,1.00E+00,Gm29587
7.13E-01,-0.2409877179,0.007,0.01,1.00E+00,Anxa13
7.13E-01,-0.1989900657,0.007,0.01,1.00E+00,Gm46565
7.13E-01,-0.1210505782,0.007,0.01,1.00E+00,Gm47936
7.13E-01,-0.1597620335,0.007,0.01,1.00E+00,Zbtb33
7.13E-01,0.5050955243,0.018,0.014,1.00E+00,Gpr37l1
7.13E-01,0.9011295829,0.018,0.014,1.00E+00,Zfp750
7.13E-01,0.7715271517,0.018,0.014,1.00E+00,Mfsd2b
7.13E-01,0.7787421276,0.018,0.014,1.00E+00,D430019H16Rik
7.14E-01,0.419232087,0.096,0.111,1.00E+00,Cnnm3
7.14E-01,0.3415428657,0.119,0.135,1.00E+00,Adamts3
7.14E-01,0.6403265369,0.039,0.034,1.00E+00,Fut11
7.14E-01,0.470220667,0.186,0.227,1.00E+00,Fam118b
7.15E-01,0.7304383625,0.018,0.014,1.00E+00,Rasl10a
7.15E-01,0.319338996,0.404,0.478,1.00E+00,Pias2
7.15E-01,0.8248363417,0.048,0.043,1.00E+00,Ptp4a3
7.15E-01,0.7610623502,0.044,0.039,1.00E+00,B4galt1
7.16E-01,0.2110462551,0.007,0.01,1.00E+00,4930558K02Rik
7.16E-01,0.1632737625,0.007,0.01,1.00E+00,Cercam
7.16E-01,-0.1451484251,0.007,0.01,1.00E+00,B230312C02Rik
7.16E-01,0.7549362778,0.007,0.01,1.00E+00,C820005J03Rik
7.16E-01,0.4124682251,0.007,0.01,1.00E+00,Tbx15
7.16E-01,0.3110795436,0.007,0.01,1.00E+00,Bmpr1b
7.16E-01,0.2126560409,0.007,0.01,1.00E+00,Gm10570
7.16E-01,0.3807034105,0.007,0.01,1.00E+00,9530046B11Rik
7.16E-01,0.3409798483,0.007,0.01,1.00E+00,Alkbh4
7.16E-01,0.6311289086,0.007,0.01,1.00E+00,Asb15
7.16E-01,-0.1083167166,0.007,0.01,1.00E+00,4930599N23Rik
7.16E-01,0.2659182313,0.007,0.01,1.00E+00,Etfbkmt
7.16E-01,0.3129017261,0.007,0.01,1.00E+00,Pirb
7.16E-01,0.1902216896,0.007,0.01,1.00E+00,BC046251
7.16E-01,-0.1401852345,0.007,0.01,1.00E+00,Mex3b
7.16E-01,-0.2241327374,0.007,0.01,1.00E+00,9030407P20Rik
7.16E-01,-0.137488026,0.007,0.01,1.00E+00,Polr2l
7.16E-01,0.19033649,0.007,0.01,1.00E+00,Gins4
7.16E-01,0.3569891693,0.007,0.01,1.00E+00,Tex15
7.16E-01,0.1702825571,0.007,0.01,1.00E+00,B3gnt9
7.16E-01,0.1734914526,0.007,0.01,1.00E+00,Gm10280
7.16E-01,0.5184082441,0.007,0.01,1.00E+00,Cln6
7.16E-01,-0.2371789737,0.007,0.01,1.00E+00,4933433G15Rik
7.16E-01,-0.1535028451,0.007,0.01,1.00E+00,Slc26a6
7.16E-01,0.2472664559,0.007,0.01,1.00E+00,Cd68
7.16E-01,0.6400374316,0.007,0.01,1.00E+00,4732414G09Rik
7.16E-01,-0.3307740676,0.007,0.01,1.00E+00,Mmp28
7.16E-01,0.4439239488,0.007,0.01,1.00E+00,Gm48653
7.16E-01,-0.3220667903,0.007,0.01,1.00E+00,Zfp455
7.16E-01,0.1963781594,0.007,0.01,1.00E+00,B230110C06Rik
7.16E-01,0.351876719,0.007,0.01,1.00E+00,Gm16573
7.16E-01,0.3767173313,0.007,0.01,1.00E+00,Mb
7.16E-01,-0.1717897283,0.007,0.01,1.00E+00,Gm16576
7.16E-01,0.5503964195,0.007,0.01,1.00E+00,Gm49475
7.16E-01,0.2143971922,0.007,0.01,1.00E+00,Btla
7.16E-01,-0.1466634014,0.007,0.01,1.00E+00,Myo1f
7.16E-01,0.109282236,0.007,0.01,1.00E+00,Trem2
7.16E-01,0.1271680106,0.007,0.01,1.00E+00,Gm10309
7.16E-01,0.3942331911,0.007,0.01,1.00E+00,2700046G09Rik
7.16E-01,0.24507354,0.007,0.01,1.00E+00,Timp1
7.16E-01,-0.1537727555,0.007,0.01,1.00E+00,Rnf113a1
7.16E-01,0.4226865706,0.032,0.039,1.00E+00,Adora1
7.16E-01,0.4232189511,0.032,0.039,1.00E+00,Lrwd1
7.16E-01,0.3468978529,0.032,0.039,1.00E+00,Cdc42ep2
7.16E-01,0.3593466772,0.204,0.246,1.00E+00,Hlcs
7.16E-01,0.4126504704,0.062,0.072,1.00E+00,Kat2a
7.16E-01,0.316030897,0.174,0.208,1.00E+00,Arhgef4
7.17E-01,0.2024892723,0.514,0.7,1.00E+00,Pitpna
7.17E-01,0.1588884625,0.638,0.739,1.00E+00,Dtnb
7.18E-01,0.6592142925,0.018,0.014,1.00E+00,Pmf1
7.18E-01,1.3956965,0.018,0.014,1.00E+00,Ndst4
7.19E-01,0.2347014861,0.319,0.396,1.00E+00,Dyrk1a
7.19E-01,1.326230127,0.044,0.039,1.00E+00,St18
7.20E-01,0.4932580994,0.018,0.014,1.00E+00,2410018L13Rik
7.21E-01,0.5194733875,0.291,0.333,1.00E+00,Lynx1
7.21E-01,0.1930926005,0.433,0.556,1.00E+00,Kifc2
7.21E-01,0.5468832709,0.11,0.13,1.00E+00,C330007P06Rik
7.21E-01,0.4265939463,0.062,0.072,1.00E+00,Zswim3
7.21E-01,0.1873847889,0.47,0.546,1.00E+00,Gtf2i
7.22E-01,0.6368298108,0.177,0.188,1.00E+00,Gm16183
7.22E-01,0.7522630193,0.044,0.039,1.00E+00,Taldo1
7.22E-01,0.271114569,0.041,0.048,1.00E+00,A330040F15Rik
7.22E-01,0.2428934266,0.408,0.536,1.00E+00,Fnbp1l
7.23E-01,0.3563047747,0.062,0.072,1.00E+00,Gm15886
7.23E-01,0.6449616846,0.032,0.039,1.00E+00,Gm14444
7.23E-01,0.7638986489,0.112,0.111,1.00E+00,Ncln
7.23E-01,0.3485716817,0.28,0.353,1.00E+00,Clpx
7.24E-01,0.6690314465,0.133,0.135,1.00E+00,Mapk8ip2
7.24E-01,0.3617094369,0.018,0.014,1.00E+00,Flywch2
7.24E-01,0.5657926882,0.073,0.087,1.00E+00,Wdr11
7.24E-01,0.4612338773,0.062,0.072,1.00E+00,Tipin
7.24E-01,0.436701512,0.083,0.097,1.00E+00,Slc25a22
7.25E-01,0.6462313298,0.032,0.039,1.00E+00,Rpl31
7.26E-01,-0.1268184297,0.018,0.014,1.00E+00,Slc2a2
7.26E-01,0.8150623847,0.053,0.048,1.00E+00,Gpr85
7.26E-01,0.7119977166,0.057,0.068,1.00E+00,Sh2b2
7.26E-01,0.2600758437,0.456,0.541,1.00E+00,Mrtfb
7.26E-01,0.926698297,0.085,0.082,1.00E+00,Rin2
7.27E-01,0.3089263762,0.433,0.536,1.00E+00,Mapkap1
7.28E-01,0.7920987463,0.057,0.053,1.00E+00,4930509H03Rik
7.28E-01,0.2850993355,0.156,0.179,1.00E+00,Tll1
7.28E-01,0.3680404965,0.392,0.498,1.00E+00,Gm48091
7.28E-01,0.3751924307,0.112,0.13,1.00E+00,Spire2
7.29E-01,0.6478357135,0.092,0.087,1.00E+00,Trpc6
7.30E-01,0.7870325289,0.057,0.053,1.00E+00,Rnaseh2b
7.31E-01,0.650183639,0.032,0.039,1.00E+00,Ets2
7.31E-01,0.7162083893,0.048,0.043,1.00E+00,Tppp
7.31E-01,0.6188714625,0.057,0.068,1.00E+00,Tmub2
7.31E-01,0.5605167939,0.149,0.179,1.00E+00,Mfap3l
7.32E-01,0.3921869309,0.071,0.082,1.00E+00,Slc25a38
7.32E-01,0.2950627587,0.36,0.478,1.00E+00,Mdn1
7.32E-01,0.4719576614,0.037,0.043,1.00E+00,Mrpl28
7.32E-01,0.3712120193,0.037,0.043,1.00E+00,G6pdx
7.32E-01,0.3470136545,0.289,0.372,1.00E+00,Asph
7.33E-01,0.5890964566,0.179,0.222,1.00E+00,Fnta
7.33E-01,0.3250994303,0.144,0.164,1.00E+00,Pgap2
7.33E-01,0.1523099562,0.493,0.643,1.00E+00,Map2k4
7.33E-01,0.1963371562,0.544,0.676,1.00E+00,Slc4a3
7.34E-01,0.3744115588,0.193,0.232,1.00E+00,Gpatch1
7.34E-01,0.5635878064,0.062,0.072,1.00E+00,Ssbp1
7.34E-01,0.510002457,0.062,0.072,1.00E+00,Trmt2a
7.34E-01,0.3511086954,0.188,0.227,1.00E+00,Plekha7
7.34E-01,0.2560843801,0.351,0.425,1.00E+00,Actb
7.34E-01,0.2425094483,0.346,0.44,1.00E+00,Cblb
7.35E-01,0.2343595561,0.041,0.048,1.00E+00,Zranb3
7.36E-01,0.9431193697,0.053,0.048,1.00E+00,H2-DMa
7.36E-01,0.5320720348,0.103,0.121,1.00E+00,Ogdhl
7.36E-01,0.2546696394,0.259,0.3,1.00E+00,Gm13832
7.36E-01,0.4229801341,0.11,0.106,1.00E+00,Pnmal2
7.37E-01,0.5057607439,0.037,0.043,1.00E+00,Slc31a2
7.38E-01,0.6171841725,0.048,0.043,1.00E+00,Gm28307
7.39E-01,0.3698905524,0.218,0.266,1.00E+00,Ap2a1
7.39E-01,0.3044228266,0.31,0.377,1.00E+00,Plcb4
7.39E-01,0.5050672065,0.115,0.135,1.00E+00,Ghr
7.39E-01,0.9137767768,0.053,0.048,1.00E+00,Rcl1
7.39E-01,0.6579724709,0.048,0.043,1.00E+00,Tuba4a
7.40E-01,-0.66534761,0.011,0.014,1.00E+00,C030029H02Rik
7.40E-01,0.1742311959,0.374,0.478,1.00E+00,Etnk1
7.41E-01,0.5897222448,0.048,0.043,1.00E+00,Gtpbp10
7.42E-01,0.5884562753,0.041,0.048,1.00E+00,Gad1os
7.42E-01,0.3046534564,0.041,0.048,1.00E+00,Psme1
7.42E-01,0.5504156375,0.037,0.043,1.00E+00,Pfn1
7.42E-01,0.7652693961,0.048,0.043,1.00E+00,Rpl12
7.42E-01,0.2926314916,0.406,0.483,1.00E+00,Rc3h2
7.43E-01,1.402724439,0.023,0.019,1.00E+00,Npff
7.43E-01,1.055787273,0.023,0.019,1.00E+00,Cib2
7.43E-01,0.7370973104,0.057,0.053,1.00E+00,Iah1
7.43E-01,0.7500338775,0.11,0.111,1.00E+00,Gm15414
7.43E-01,0.1450503869,0.046,0.053,1.00E+00,Gabpa
7.43E-01,0.5980319365,0.062,0.072,1.00E+00,Map9
7.44E-01,0.7258517678,0.085,0.082,1.00E+00,Sec22b
7.44E-01,1.230682874,0.023,0.019,1.00E+00,Gsap
7.44E-01,1.093641256,0.023,0.019,1.00E+00,Gm49980
7.44E-01,1.272460801,0.023,0.019,1.00E+00,Ehd1
7.44E-01,1.221750268,0.023,0.019,1.00E+00,Ints5
7.45E-01,0.6711068865,0.053,0.048,1.00E+00,Dmpk
7.45E-01,-0.8468762268,0.011,0.014,1.00E+00,Gm13986
7.45E-01,0.2018913175,0.654,0.749,1.00E+00,Trpc4
7.45E-01,0.347606518,0.319,0.401,1.00E+00,Cspg5
7.45E-01,0.6103105718,0.083,0.097,1.00E+00,Arvcf
7.46E-01,0.8318724766,0.057,0.053,1.00E+00,2700062C07Rik
7.46E-01,1.189433054,0.023,0.019,1.00E+00,B230369F24Rik
7.46E-01,0.761187279,0.023,0.019,1.00E+00,Gm45820
7.46E-01,0.3693637262,0.076,0.087,1.00E+00,Tctn1
7.47E-01,-0.1807543239,0.011,0.014,1.00E+00,Rai14
7.47E-01,0.2756907724,0.337,0.44,1.00E+00,Cul5
7.47E-01,0.1121617814,0.695,0.913,1.00E+00,Mical2
7.47E-01,0.2201837565,0.562,0.7,1.00E+00,Tango2
7.47E-01,0.7824529096,0.037,0.043,1.00E+00,Slc36a4
7.47E-01,0.8435204192,0.057,0.053,1.00E+00,Arhgap4
7.48E-01,0.1272492211,0.539,0.691,1.00E+00,Dip2b
7.48E-01,0.8727825677,0.023,0.019,1.00E+00,Gcnt2
7.48E-01,0.6965143197,0.023,0.019,1.00E+00,Endog
7.48E-01,1.019785896,0.023,0.019,1.00E+00,Vsig10
7.48E-01,1.104972944,0.023,0.019,1.00E+00,Mrps22
7.48E-01,-0.6092724223,0.011,0.014,1.00E+00,Pld2
7.48E-01,-0.3790358216,0.011,0.014,1.00E+00,Gm46404
7.49E-01,0.1524747169,0.576,0.686,1.00E+00,Trps1
7.49E-01,0.585376573,0.041,0.048,1.00E+00,Arhgap20os
7.50E-01,0.4139445079,0.096,0.111,1.00E+00,Pomt2
7.50E-01,0.5885025794,0.126,0.15,1.00E+00,Dph7
7.50E-01,0.7479449145,0.023,0.019,1.00E+00,Tfr2
7.50E-01,0.7615008156,0.023,0.019,1.00E+00,Inca1
7.50E-01,0.657972743,0.11,0.13,1.00E+00,Letm1
7.50E-01,-0.1449191181,0.011,0.014,1.00E+00,Ptgis
7.50E-01,0.4441236519,0.041,0.048,1.00E+00,Dnaja4
7.51E-01,0.8197896992,0.023,0.019,1.00E+00,Plrg1
7.51E-01,0.7036944224,0.023,0.019,1.00E+00,Ccdc88c
7.51E-01,0.9470938081,0.023,0.019,1.00E+00,Gm46515
7.52E-01,-0.2277729421,0.011,0.014,1.00E+00,Tmem74b
7.52E-01,-0.214176279,0.011,0.014,1.00E+00,Gm37245
7.52E-01,-0.2393160655,0.011,0.014,1.00E+00,Gpn2
7.52E-01,-0.2186764742,0.011,0.014,1.00E+00,Ccdc142os
7.52E-01,0.3128021653,0.225,0.271,1.00E+00,Spats2l
7.52E-01,0.4286003461,0.041,0.048,1.00E+00,A930007I19Rik
7.52E-01,0.6821821264,0.023,0.019,1.00E+00,Usp46os1
7.52E-01,0.2551168957,0.094,0.106,1.00E+00,Grm8
7.53E-01,0.3924269466,0.271,0.304,1.00E+00,Cpeb2
7.53E-01,1.139371874,0.041,0.048,1.00E+00,Gm28905
7.54E-01,0.2200091289,0.47,0.58,1.00E+00,Ldlrad4
7.54E-01,0.9363306646,0.023,0.019,1.00E+00,Gm45345
7.54E-01,0.156038949,0.633,0.744,1.00E+00,Tcf20
7.54E-01,-0.2169625198,0.011,0.014,1.00E+00,Hspa12b
7.54E-01,0.3163986543,0.291,0.367,1.00E+00,P4htm
7.55E-01,0.7137141373,0.083,0.097,1.00E+00,Gm10550
7.55E-01,0.1431235102,0.624,0.754,1.00E+00,Dok6
7.55E-01,0.1860361111,0.546,0.667,1.00E+00,Ogt
7.55E-01,0.4633071379,0.264,0.295,1.00E+00,Tmtc1
7.56E-01,0.1180272414,0.011,0.014,1.00E+00,4933424G06Rik
7.56E-01,-0.1264833384,0.011,0.014,1.00E+00,Zfp11
7.56E-01,0.2099559484,0.011,0.014,1.00E+00,Prorsd1
7.56E-01,0.5316031219,0.011,0.014,1.00E+00,Chmp1b
7.56E-01,0.3587623856,0.05,0.058,1.00E+00,Mrps18c
7.56E-01,0.5420903273,0.115,0.135,1.00E+00,Slc6a8
7.56E-01,0.7900304485,0.041,0.048,1.00E+00,2410004B18Rik
7.56E-01,0.411853379,0.046,0.053,1.00E+00,Nmnat1
7.56E-01,0.4437273595,0.046,0.053,1.00E+00,B3galt5
7.57E-01,0.5929646249,0.023,0.019,1.00E+00,Cpne7
7.57E-01,0.8718273629,0.023,0.019,1.00E+00,Taf6l
7.57E-01,0.4279608557,0.142,0.169,1.00E+00,Slc9a3r2
7.57E-01,1.007027293,0.041,0.048,1.00E+00,Plek
7.57E-01,0.1979710273,0.055,0.063,1.00E+00,Kcnip3
7.57E-01,0.2560791482,0.011,0.014,1.00E+00,Mmachc
7.57E-01,0.3509437685,0.011,0.014,1.00E+00,Hbb-bs
7.57E-01,0.3703644381,0.011,0.014,1.00E+00,Mmp19
7.57E-01,0.4161310786,0.011,0.014,1.00E+00,Col23a1
7.57E-01,0.3315252587,0.011,0.014,1.00E+00,Olfr239
7.57E-01,0.1460316502,0.011,0.014,1.00E+00,Ifit1bl2
7.58E-01,0.6741577378,0.11,0.111,1.00E+00,Metap1
7.58E-01,0.4490010279,0.103,0.101,1.00E+00,Cacna2d1
7.58E-01,0.7401616377,0.076,0.072,1.00E+00,Leng9
7.59E-01,0.5348969359,0.22,0.246,1.00E+00,Ephx4
7.59E-01,0.1316488645,0.495,0.614,1.00E+00,Phf14
7.59E-01,0.5705210098,0.117,0.135,1.00E+00,Zfp810
7.59E-01,0.1516951411,0.011,0.014,1.00E+00,Tmem160
7.59E-01,0.259111377,0.011,0.014,1.00E+00,Prtn3
7.59E-01,0.399678874,0.011,0.014,1.00E+00,Ttc41
7.59E-01,1.09367689,0.011,0.014,1.00E+00,Vipr2
7.59E-01,0.6930116395,0.023,0.019,1.00E+00,Sox8
7.60E-01,0.4886457283,0.128,0.15,1.00E+00,Mttp
7.60E-01,0.3424339703,0.046,0.053,1.00E+00,Zadh2
7.61E-01,0.6603274136,0.011,0.014,1.00E+00,Gm47814
7.61E-01,0.1814603824,0.011,0.014,1.00E+00,Bub1b
7.61E-01,0.5276198721,0.011,0.014,1.00E+00,Tmc2
7.61E-01,0.385924875,0.011,0.014,1.00E+00,Trp53rkb
7.61E-01,0.4365668339,0.011,0.014,1.00E+00,Gm14418
7.61E-01,0.4080428969,0.011,0.014,1.00E+00,Gm16740
7.61E-01,0.8157371419,0.011,0.014,1.00E+00,Gm11899
7.61E-01,0.2267516839,0.011,0.014,1.00E+00,Fam43b
7.61E-01,0.554378995,0.011,0.014,1.00E+00,Klhl21
7.61E-01,0.5241399376,0.011,0.014,1.00E+00,H1fx
7.61E-01,0.652000403,0.011,0.014,1.00E+00,Sephs2
7.61E-01,0.6074250645,0.011,0.014,1.00E+00,Lrrc27
7.61E-01,0.5366095086,0.011,0.014,1.00E+00,Fcor
7.61E-01,0.1917493655,0.011,0.014,1.00E+00,E330018M18Rik
7.61E-01,0.4659167998,0.011,0.014,1.00E+00,Samd1
7.61E-01,1.066155455,0.011,0.014,1.00E+00,Gins3
7.61E-01,0.3924880323,0.011,0.014,1.00E+00,Has3
7.61E-01,0.6949844121,0.011,0.014,1.00E+00,Gins2
7.61E-01,0.8712642885,0.011,0.014,1.00E+00,2810455O05Rik
7.61E-01,0.3278615559,0.011,0.014,1.00E+00,Tmem202
7.61E-01,0.4766056782,0.011,0.014,1.00E+00,BC065403
7.61E-01,0.605050292,0.011,0.014,1.00E+00,Tefm
7.61E-01,1.362669858,0.011,0.014,1.00E+00,Gm31522
7.61E-01,0.558620896,0.011,0.014,1.00E+00,Ftsj3
7.61E-01,0.5170466749,0.011,0.014,1.00E+00,Gm48236
7.61E-01,0.5569470227,0.011,0.014,1.00E+00,Fhitos
7.61E-01,0.2284490664,0.011,0.014,1.00E+00,Gm49685
7.61E-01,0.4379563274,0.011,0.014,1.00E+00,1810021B22Rik
7.62E-01,0.195887297,0.567,0.681,1.00E+00,Nfyc
7.62E-01,0.8272012374,0.08,0.077,1.00E+00,4930419G24Rik
7.63E-01,0.4170777254,0.05,0.058,1.00E+00,Acan
7.63E-01,0.9600371545,0.041,0.048,1.00E+00,9330162012Rik
7.63E-01,0.2564784935,0.296,0.362,1.00E+00,Iqcb1
7.63E-01,0.412372999,0.023,0.019,1.00E+00,6720489N17Rik
7.64E-01,0.648004188,0.163,0.198,1.00E+00,Sar1b
7.64E-01,0.467278499,0.071,0.082,1.00E+00,B130034C11Rik
7.64E-01,0.7268940289,0.041,0.048,1.00E+00,Sft2d3
7.65E-01,0.8184706222,0.131,0.135,1.00E+00,Fam227a
7.65E-01,0.5435905501,0.163,0.193,1.00E+00,Pygo1
7.65E-01,0.5131586772,0.076,0.087,1.00E+00,Prrc1
7.66E-01,0.6220253432,0.108,0.126,1.00E+00,Slc35d1
7.66E-01,0.2718352048,0.463,0.565,1.00E+00,Rb1cc1
7.66E-01,-0.2302193719,0.016,0.019,1.00E+00,Pemt
7.66E-01,0.6035711231,0.085,0.082,1.00E+00,Pmvk
7.67E-01,0.9121727727,0.028,0.024,1.00E+00,Zfp518b
7.67E-01,0.3413727039,0.05,0.058,1.00E+00,Msantd3
7.67E-01,0.4847681402,0.076,0.087,1.00E+00,Cep170b
7.67E-01,0.5612764489,0.071,0.082,1.00E+00,Ankef1
7.68E-01,0.5405996544,0.046,0.053,1.00E+00,Rell1
7.68E-01,0.2951903789,0.055,0.063,1.00E+00,Eif2b1
7.68E-01,0.3264425116,0.055,0.063,1.00E+00,Nup85
7.68E-01,0.9378171552,0.041,0.048,1.00E+00,9030025P20Rik
