p_val,avg_log2FC,pct.OE,pct.KD,p_val_adj,gene
7.19E-01,0.3323613156,0.021,0.017,1.00E+00,Adgrf4
7.19E-01,0.267200656,0.021,0.017,1.00E+00,Gm31152
7.19E-01,0.1797795568,0.021,0.017,1.00E+00,Cdkn2aipnl
7.19E-01,0.425460462,0.021,0.017,1.00E+00,Prcd
7.19E-01,0.275437244,0.092,0.087,1.00E+00,3110082I17Rik
7.19E-01,0.1895120275,0.083,0.091,1.00E+00,Adamts15
7.19E-01,0.4734996625,0.03,0.026,1.00E+00,Acot9
7.19E-01,0.2109308095,0.062,0.057,1.00E+00,Bcorl1
7.19E-01,0.5350086089,0.023,0.02,1.00E+00,Trp53bp2
7.20E-01,0.165039033,0.078,0.087,1.00E+00,Cipc
7.20E-01,-0.1509570546,0.018,0.022,1.00E+00,Gm27253
7.20E-01,0.1146472263,0.018,0.015,1.00E+00,Cmtm6
7.20E-01,0.377835659,0.037,0.033,1.00E+00,Rab9
7.20E-01,-0.1380017686,0.053,0.059,1.00E+00,Trnt1
7.20E-01,0.3290880884,0.046,0.041,1.00E+00,Zdhhc4
7.20E-01,-0.1257276106,0.149,0.161,1.00E+00,Gm20732
7.21E-01,-0.1312988597,0.018,0.022,1.00E+00,Lrtm1
7.21E-01,0.2377678901,0.021,0.017,1.00E+00,Psmg1
7.21E-01,-0.1879595954,0.018,0.022,1.00E+00,Fhdc1
7.21E-01,-0.1535254442,0.018,0.022,1.00E+00,Lrfn3
7.21E-01,0.2771201584,0.094,0.089,1.00E+00,Gfm1
7.22E-01,0.464230802,0.025,0.022,1.00E+00,Fat1
7.22E-01,0.2954728936,0.156,0.154,1.00E+00,Blmh
7.22E-01,0.3817362013,0.03,0.026,1.00E+00,Chchd1
7.22E-01,0.1417708481,0.055,0.05,1.00E+00,Acd
7.22E-01,0.1908253211,0.046,0.052,1.00E+00,A730020E08Rik
7.22E-01,0.2258518736,0.023,0.02,1.00E+00,Ascl4
7.22E-01,0.1775074655,0.133,0.128,1.00E+00,Slitrk5
7.22E-01,0.4014937238,0.025,0.022,1.00E+00,Gm15535
7.23E-01,-0.1054342412,0.126,0.135,1.00E+00,Phb2
7.23E-01,-0.1651746067,0.021,0.017,1.00E+00,Fam131b
7.23E-01,0.1212862837,0.083,0.091,1.00E+00,Cryl1
7.23E-01,0.4795312284,0.041,0.037,1.00E+00,Arxes1
7.23E-01,0.1643392411,0.117,0.128,1.00E+00,Epha3
7.23E-01,0.4605861033,0.025,0.022,1.00E+00,Mcm8
7.23E-01,0.48119257,0.028,0.024,1.00E+00,AV099323
7.23E-01,0.3557660727,0.028,0.024,1.00E+00,Adm
7.24E-01,0.4698413414,0.03,0.026,1.00E+00,Mpi
7.24E-01,0.1221041473,0.115,0.126,1.00E+00,Map3k1
7.24E-01,-0.1589810923,0.018,0.022,1.00E+00,Fpgs
7.24E-01,-0.181654885,0.018,0.022,1.00E+00,Chadl
7.24E-01,-0.1354485842,0.202,0.211,1.00E+00,Wwp2
7.24E-01,0.4292807206,0.028,0.024,1.00E+00,Dhx38
7.24E-01,0.297504549,0.032,0.028,1.00E+00,AV039307
7.24E-01,0.2830842483,0.128,0.124,1.00E+00,D1Ertd622e
7.24E-01,0.3535920526,0.039,0.035,1.00E+00,1600014C10Rik
7.24E-01,0.2906798331,0.053,0.048,1.00E+00,Aldh18a1
7.25E-01,0.2011973473,0.195,0.191,1.00E+00,Phf6
7.25E-01,0.4867491522,0.08,0.076,1.00E+00,Eif1ax
7.25E-01,0.2200232227,0.124,0.12,1.00E+00,Cntn2
7.25E-01,0.1175970156,0.023,0.02,1.00E+00,Gm26756
7.25E-01,0.2287142447,0.025,0.022,1.00E+00,Neurod6
7.25E-01,0.2907060328,0.028,0.024,1.00E+00,Fam114a1
7.26E-01,0.3708620656,0.039,0.035,1.00E+00,Dr1
7.26E-01,-0.2795565479,0.039,0.043,1.00E+00,Hypk
7.26E-01,0.3401218835,0.119,0.115,1.00E+00,Zxdc
7.26E-01,0.1427971795,0.06,0.054,1.00E+00,Rgs9
7.26E-01,0.1278592941,0.266,0.293,1.00E+00,Dcaf8
7.26E-01,0.3587001267,0.037,0.033,1.00E+00,Tacr1
7.26E-01,-0.4512950598,0.021,0.024,1.00E+00,Rprml
7.26E-01,0.3427405334,0.03,0.026,1.00E+00,Tuba8
7.27E-01,0.4863346815,0.087,0.083,1.00E+00,Ccdc6
7.27E-01,0.3128920384,0.025,0.022,1.00E+00,Lrp10
7.27E-01,0.3135625954,0.023,0.02,1.00E+00,Magoh
7.27E-01,0.3002631537,0.023,0.02,1.00E+00,Timm21
7.27E-01,-0.1482228167,0.018,0.015,1.00E+00,9130401M01Rik
7.27E-01,0.1400200684,0.021,0.017,1.00E+00,Tpmt
7.27E-01,0.4258147037,0.03,0.026,1.00E+00,Wdr27
7.27E-01,0.1030161267,0.197,0.187,1.00E+00,Arpp21
7.27E-01,-0.2294092429,0.039,0.043,1.00E+00,Ccdc159
7.27E-01,0.1698605391,0.22,0.22,1.00E+00,Usp36
7.27E-01,0.1620789368,0.055,0.05,1.00E+00,Twsg1
7.27E-01,0.2207469503,0.048,0.043,1.00E+00,Cast
7.28E-01,0.4380625271,0.03,0.035,1.00E+00,Tomm40l
7.28E-01,0.209351082,0.023,0.02,1.00E+00,Gm35040
7.28E-01,-0.1683761997,0.037,0.041,1.00E+00,Wipf1
7.28E-01,0.4474909483,0.021,0.017,1.00E+00,Ttn
7.28E-01,0.1895109082,0.021,0.017,1.00E+00,Gm14305
7.28E-01,0.2971752086,0.032,0.028,1.00E+00,Dhdh
7.28E-01,0.2406432832,0.032,0.028,1.00E+00,Poc1a
7.28E-01,0.2078454761,0.044,0.039,1.00E+00,Pwp2
7.28E-01,0.2149782382,0.03,0.026,1.00E+00,Lin9
7.28E-01,0.4635294475,0.03,0.026,1.00E+00,Elfn1
7.28E-01,0.3498937301,0.03,0.026,1.00E+00,Tars
7.29E-01,0.2753933872,0.032,0.028,1.00E+00,Tpcn2
7.29E-01,0.4079580766,0.032,0.028,1.00E+00,Them6
7.29E-01,0.3080325764,0.032,0.028,1.00E+00,2700081O15Rik
7.29E-01,0.1743862538,0.131,0.126,1.00E+00,Gm48727
7.29E-01,0.1569113035,0.023,0.02,1.00E+00,6720489N17Rik
7.29E-01,0.1634532093,0.181,0.2,1.00E+00,Sash1
7.29E-01,0.1301019819,0.317,0.361,1.00E+00,Trappc8
7.30E-01,0.1678706855,0.374,0.383,1.00E+00,Pard3
7.30E-01,-0.1428049348,0.073,0.08,1.00E+00,Ppp1r14c
7.30E-01,-0.290868927,0.041,0.046,1.00E+00,Arpc4
7.30E-01,0.1708201159,0.073,0.08,1.00E+00,Pcp4l1
7.30E-01,-0.134262449,0.195,0.204,1.00E+00,Dnajb6
7.30E-01,0.2086027862,0.202,0.2,1.00E+00,Socs5
7.30E-01,0.1173997157,0.433,0.467,1.00E+00,Slc12a6
7.31E-01,0.1867482038,0.025,0.022,1.00E+00,Rara
7.31E-01,-0.4315672505,0.021,0.024,1.00E+00,Gm48957
7.31E-01,-0.1368460429,0.177,0.189,1.00E+00,Epn2
7.31E-01,0.2529864402,0.032,0.028,1.00E+00,Gm11250
7.31E-01,0.381011914,0.028,0.024,1.00E+00,C1qb
7.31E-01,0.3210652439,0.028,0.024,1.00E+00,4930578M01Rik
7.31E-01,0.2246744267,0.05,0.046,1.00E+00,Anapc7
7.31E-01,0.2877709283,0.032,0.028,1.00E+00,Gm14444
7.32E-01,0.2323913505,0.023,0.02,1.00E+00,Pdgfb
7.32E-01,0.1955872589,0.119,0.13,1.00E+00,Senp8
7.32E-01,-0.1863083985,0.039,0.043,1.00E+00,Gm20470
7.32E-01,0.1206513071,0.055,0.05,1.00E+00,4930447N08Rik
7.32E-01,0.1976161636,0.124,0.137,1.00E+00,Gm49179
7.32E-01,0.1699233616,0.037,0.033,1.00E+00,Cpsf4l
7.32E-01,0.1130582537,0.023,0.02,1.00E+00,Tcn2
7.32E-01,0.1171429849,0.067,0.061,1.00E+00,Mypop
7.33E-01,0.1278613848,0.028,0.024,1.00E+00,5430402O13Rik
7.33E-01,0.1174801194,0.151,0.165,1.00E+00,H2afy
7.33E-01,0.2787969302,0.018,0.022,1.00E+00,Smim15
7.33E-01,0.1539887318,0.034,0.039,1.00E+00,1810037I17Rik
7.33E-01,0.1906248971,0.211,0.211,1.00E+00,Vps37a
7.33E-01,0.2217867239,0.032,0.028,1.00E+00,Pnma3
7.33E-01,-0.1795633153,0.589,0.557,1.00E+00,Luzp2
7.33E-01,0.1247698874,0.023,0.02,1.00E+00,Gm3854
7.33E-01,0.1632050691,0.103,0.113,1.00E+00,Nox1
7.33E-01,0.1110726506,0.018,0.022,1.00E+00,Gtf3c5
7.33E-01,0.4362351715,0.018,0.022,1.00E+00,Zmynd12
7.34E-01,-0.156084057,0.037,0.041,1.00E+00,Gpnmb
7.34E-01,-0.2165754476,0.023,0.02,1.00E+00,Inka2
7.34E-01,0.1927074393,0.03,0.026,1.00E+00,Taco1
7.34E-01,0.2081577148,0.032,0.028,1.00E+00,Vps51
7.34E-01,0.1188685719,0.275,0.272,1.00E+00,Adnp
7.35E-01,-0.352735528,0.021,0.024,1.00E+00,Itga11
7.35E-01,0.1993072334,0.03,0.026,1.00E+00,Acat2
7.35E-01,-0.1376397449,0.083,0.089,1.00E+00,Ube2v1
7.35E-01,0.3155755329,0.144,0.143,1.00E+00,Zfp251
7.35E-01,0.2317936487,0.025,0.022,1.00E+00,Gm28175
7.35E-01,-0.2617229161,0.089,0.096,1.00E+00,Palld
7.35E-01,-0.2552131309,0.021,0.024,1.00E+00,Ado
7.35E-01,-0.1967205337,0.039,0.043,1.00E+00,Tbrg4
7.36E-01,-0.1742076472,0.064,0.07,1.00E+00,Timp3
7.36E-01,0.170963364,0.11,0.122,1.00E+00,Zmym3
7.36E-01,-0.2337124339,0.067,0.072,1.00E+00,Pigl
7.36E-01,0.2844313838,0.186,0.187,1.00E+00,Ptcd3
7.36E-01,0.156406807,0.025,0.022,1.00E+00,Map3k15
7.37E-01,-0.2580758233,0.021,0.024,1.00E+00,Dohh
7.37E-01,0.1130619073,0.615,0.641,1.00E+00,Ankrd17
7.37E-01,0.165879261,0.055,0.05,1.00E+00,Star
7.37E-01,0.2154915575,0.073,0.067,1.00E+00,1110046J04Rik
7.38E-01,-0.3465686065,0.021,0.024,1.00E+00,Lpcat2
7.38E-01,0.2176320912,0.023,0.02,1.00E+00,Cutc
7.38E-01,-0.3217925025,0.021,0.024,1.00E+00,Adh5
7.39E-01,-0.1622660804,0.039,0.043,1.00E+00,Tprgl
7.39E-01,0.1506045293,0.094,0.102,1.00E+00,Brcc3
7.39E-01,0.3066687402,0.131,0.128,1.00E+00,Ngf
7.39E-01,0.1055170049,0.048,0.043,1.00E+00,9330151L19Rik
7.40E-01,-0.1740148562,0.154,0.161,1.00E+00,Top3b
7.40E-01,0.2073942358,0.032,0.028,1.00E+00,Dbp
7.40E-01,-0.2098473745,0.021,0.024,1.00E+00,Bche
7.40E-01,0.1101252081,0.294,0.293,1.00E+00,Scamp5
7.40E-01,0.1518225882,0.044,0.039,1.00E+00,Elk1
7.41E-01,0.1841729497,0.154,0.15,1.00E+00,Homer2
7.41E-01,0.2504447139,0.021,0.024,1.00E+00,Slc41a1
7.41E-01,0.1289202398,0.415,0.426,1.00E+00,Fam13b
7.41E-01,0.252090816,0.057,0.052,1.00E+00,Pdzd11
7.41E-01,0.1435540082,0.03,0.026,1.00E+00,Daxx
7.41E-01,0.1008942874,0.156,0.17,1.00E+00,Gmeb2
7.42E-01,0.1062439493,0.037,0.041,1.00E+00,Prkd2
7.42E-01,0.1138474092,0.025,0.022,1.00E+00,Polg2
7.42E-01,0.1227035578,0.028,0.024,1.00E+00,Fa2h
7.42E-01,0.1320134717,0.25,0.252,1.00E+00,Ubp1
7.42E-01,-0.1899146617,0.021,0.024,1.00E+00,1700010I14Rik
7.42E-01,0.4174579323,0.071,0.067,1.00E+00,Mettl6
7.43E-01,0.259479404,0.163,0.159,1.00E+00,Acvr2a
7.43E-01,0.2324296776,0.03,0.026,1.00E+00,Tbl2
7.43E-01,-0.129403683,0.037,0.041,1.00E+00,Lrtm2
7.43E-01,-0.1204917209,0.039,0.043,1.00E+00,Srrd
7.43E-01,0.1272496476,0.11,0.104,1.00E+00,Dnajc16
7.43E-01,0.1242585166,0.034,0.03,1.00E+00,Tnks1bp1
7.43E-01,0.1274266649,0.067,0.061,1.00E+00,Drg2
7.44E-01,0.1005944414,0.044,0.039,1.00E+00,Stxbp3
7.44E-01,-0.136069001,0.039,0.043,1.00E+00,D130017N08Rik
7.44E-01,-0.1631442367,0.021,0.024,1.00E+00,A830019P07Rik
7.44E-01,0.1377098455,0.427,0.437,1.00E+00,Kmt2c
7.44E-01,0.1475868062,0.362,0.367,1.00E+00,Frmpd1
7.44E-01,0.1568216491,0.167,0.165,1.00E+00,Rcan3
7.44E-01,0.3696085938,0.078,0.074,1.00E+00,Cnot8
7.45E-01,-0.1000123739,0.048,0.043,1.00E+00,Gm48960
7.45E-01,-0.2809599788,0.041,0.046,1.00E+00,Nup133
7.45E-01,0.2737874313,0.19,0.187,1.00E+00,Pgbd5
7.45E-01,0.1527647933,0.089,0.098,1.00E+00,Htra1
7.45E-01,0.2305547538,0.092,0.087,1.00E+00,Appl2
7.45E-01,0.264347692,0.108,0.104,1.00E+00,Ankrd13b
7.45E-01,-0.2455741692,0.064,0.07,1.00E+00,Czib
7.46E-01,0.1798518683,0.03,0.026,1.00E+00,Psme2
7.46E-01,-0.2986217477,0.069,0.074,1.00E+00,Htra2
7.46E-01,0.1439741589,0.142,0.137,1.00E+00,Exosc7
7.47E-01,-0.6117966722,0.023,0.026,1.00E+00,Gm15700
7.47E-01,0.2570408434,0.165,0.163,1.00E+00,Wdr41
7.47E-01,0.2779185876,0.085,0.08,1.00E+00,Katnal1
7.47E-01,0.1437655826,0.438,0.45,1.00E+00,Mkln1
7.47E-01,0.1643192226,0.22,0.215,1.00E+00,Foxk2
7.47E-01,0.1334558973,0.567,0.574,1.00E+00,Afap1
7.47E-01,-0.1344651336,0.064,0.07,1.00E+00,Cpne2
7.47E-01,-0.2693903359,0.608,0.613,1.00E+00,Ralyl
7.47E-01,0.1297468329,0.381,0.389,1.00E+00,Phlpp1
7.47E-01,0.1256387071,0.358,0.372,1.00E+00,Hcn2
7.47E-01,0.1514501703,0.037,0.041,1.00E+00,Smim18
7.48E-01,0.1606388474,0.05,0.046,1.00E+00,Gal3st1
7.48E-01,0.212863053,0.071,0.065,1.00E+00,Slc25a38
7.48E-01,0.1089444337,0.19,0.187,1.00E+00,St6gal2
7.48E-01,-0.3697692077,0.021,0.024,1.00E+00,Plk4
7.49E-01,-0.1327899841,0.039,0.043,1.00E+00,Upf3a
7.49E-01,0.1513951369,0.034,0.039,1.00E+00,Snx11
7.49E-01,0.2022790181,0.211,0.211,1.00E+00,Sh3d19
7.49E-01,0.2356813887,0.17,0.185,1.00E+00,Slc25a13
7.49E-01,0.1584957083,0.069,0.076,1.00E+00,Smyd5
7.50E-01,0.1194922446,0.099,0.093,1.00E+00,Klhl13
7.50E-01,0.1272147669,0.021,0.024,1.00E+00,Shh
7.50E-01,0.4026504754,0.076,0.072,1.00E+00,A230077H06Rik
7.50E-01,-0.2157899296,0.032,0.028,1.00E+00,Catsper3
7.51E-01,-0.1663194043,0.06,0.065,1.00E+00,Sox2
7.51E-01,0.1042651737,0.076,0.083,1.00E+00,B3galnt1
7.51E-01,0.2133591454,0.275,0.28,1.00E+00,Commd10
7.51E-01,0.2632961193,0.154,0.152,1.00E+00,Bace1
7.51E-01,0.1153926775,0.209,0.23,1.00E+00,Cul9
7.52E-01,0.1673394651,0.073,0.08,1.00E+00,Heca
7.52E-01,0.151292458,0.161,0.176,1.00E+00,Plcg1
7.52E-01,0.1938725624,0.188,0.187,1.00E+00,Wdr45b
7.52E-01,0.1187639411,0.128,0.122,1.00E+00,Trim26
7.53E-01,0.1065978303,0.156,0.17,1.00E+00,Filip1l
7.53E-01,0.1533356664,0.055,0.061,1.00E+00,Gm16278
7.54E-01,0.3052996312,0.087,0.083,1.00E+00,Tmem237
7.55E-01,0.1098604238,0.303,0.307,1.00E+00,Pibf1
7.55E-01,0.1312907625,0.314,0.354,1.00E+00,Srcap
7.55E-01,0.1293507562,0.099,0.093,1.00E+00,Pgk1
7.55E-01,0.1876001796,0.158,0.172,1.00E+00,Phactr2
7.56E-01,0.1112274874,0.092,0.1,1.00E+00,Hspbp1
7.56E-01,0.1184461533,0.099,0.109,1.00E+00,Ppa2
7.56E-01,0.1153332805,0.177,0.172,1.00E+00,Slc17a5
7.56E-01,0.1188897888,0.021,0.024,1.00E+00,Jmjd4
7.56E-01,-0.2762179534,0.023,0.026,1.00E+00,Kcnv1
7.56E-01,0.1737666186,0.087,0.083,1.00E+00,Gabpb1
7.57E-01,0.2638071615,0.213,0.217,1.00E+00,Atad3a
7.57E-01,-0.2407843224,0.023,0.026,1.00E+00,Tpgs1
7.57E-01,-0.123363842,0.023,0.026,1.00E+00,Btg3
7.57E-01,0.2981926745,0.069,0.065,1.00E+00,Psmc2
7.58E-01,0.1429988253,0.085,0.08,1.00E+00,Degs1
7.58E-01,0.1705174549,0.101,0.096,1.00E+00,Tyw5
7.58E-01,0.2040915458,0.069,0.076,1.00E+00,Tab3
7.58E-01,0.1821650149,0.284,0.289,1.00E+00,Flywch1
7.58E-01,-0.2150306632,0.046,0.05,1.00E+00,Ddost
7.58E-01,-0.1327307381,0.055,0.05,1.00E+00,Tmem168
7.58E-01,-0.2629007986,0.023,0.026,1.00E+00,Thoc6
7.58E-01,0.1244939263,0.071,0.078,1.00E+00,Zfp868
7.58E-01,0.1374507623,0.172,0.187,1.00E+00,Rgs20
7.58E-01,0.1166672623,0.154,0.165,1.00E+00,R3hcc1l
7.58E-01,0.1823180293,0.083,0.078,1.00E+00,Mrps35
7.59E-01,-0.340262193,0.023,0.026,1.00E+00,Dpyd
7.59E-01,-0.1588176289,0.023,0.026,1.00E+00,Samd14
7.59E-01,0.2474494921,0.083,0.078,1.00E+00,Ppp5c
7.59E-01,0.1317830931,0.103,0.113,1.00E+00,Lrrc8a
7.60E-01,0.2172153758,0.179,0.198,1.00E+00,Gprc5b
7.60E-01,-0.2522429684,0.071,0.076,1.00E+00,Bphl
7.60E-01,-0.2031167634,0.023,0.026,1.00E+00,Kcnh3
7.60E-01,0.1752303572,0.094,0.089,1.00E+00,Apmap
7.61E-01,-0.1162703621,0.046,0.05,1.00E+00,Zfp112
7.61E-01,0.2195757911,0.236,0.243,1.00E+00,Brd8
7.61E-01,0.377620161,0.021,0.024,1.00E+00,Gm31645
7.61E-01,-0.1125127604,0.05,0.046,1.00E+00,Trpc5
7.62E-01,-0.1138088668,0.08,0.087,1.00E+00,Crem
7.63E-01,0.3261616355,0.133,0.13,1.00E+00,Sh3bp5
7.63E-01,0.1046758868,0.385,0.396,1.00E+00,Pacrg
7.63E-01,0.3386902034,0.076,0.072,1.00E+00,Prrc1
7.63E-01,-0.1945047559,0.023,0.026,1.00E+00,Gm49678
7.64E-01,-0.4260023848,0.025,0.028,1.00E+00,Tsc22d3
7.64E-01,0.1976965185,0.131,0.143,1.00E+00,Diaph1
7.65E-01,0.3028623017,0.078,0.074,1.00E+00,Pcnt
7.65E-01,0.1687575816,0.303,0.337,1.00E+00,Igsf11
7.65E-01,0.1038359747,0.19,0.204,1.00E+00,Pi4kb
7.65E-01,0.2362737211,0.122,0.117,1.00E+00,Armcx3
7.66E-01,0.1460564162,0.401,0.42,1.00E+00,Phc2
7.66E-01,0.1487570363,0.101,0.096,1.00E+00,Gap43
7.66E-01,0.2701706509,0.138,0.135,1.00E+00,Ptges3
7.66E-01,0.4395943633,0.076,0.072,1.00E+00,Paqr3
7.66E-01,-0.2736857521,0.023,0.026,1.00E+00,Kat8
7.66E-01,0.1167346951,0.131,0.139,1.00E+00,Sertad2
7.67E-01,-0.156123734,0.076,0.08,1.00E+00,Mfap1a
7.67E-01,-0.1037894374,0.06,0.054,1.00E+00,Map11
7.67E-01,0.1110637663,0.399,0.417,1.00E+00,Kpna4
7.67E-01,0.1617609555,0.255,0.259,1.00E+00,Ext2
7.68E-01,0.477834194,0.103,0.102,1.00E+00,Rab11a
7.68E-01,0.212232794,0.055,0.061,1.00E+00,Glo1
7.68E-01,-0.2483574821,0.025,0.028,1.00E+00,Gm47071
7.68E-01,0.1029301982,0.083,0.089,1.00E+00,Gm15283
7.69E-01,0.2272990327,0.147,0.146,1.00E+00,Reck
7.69E-01,0.2737646559,0.165,0.163,1.00E+00,Arhgap31
7.69E-01,-0.1991556989,0.048,0.052,1.00E+00,Lmo2
7.69E-01,0.2840884348,0.14,0.139,1.00E+00,Sirt4
7.70E-01,0.1110628825,0.124,0.12,1.00E+00,Ets1
7.70E-01,0.2250454388,0.108,0.104,1.00E+00,Cwc22
7.71E-01,0.3044977432,0.08,0.076,1.00E+00,Ptprf
7.71E-01,0.2173639084,0.023,0.026,1.00E+00,Cyb561d1
7.71E-01,0.2706988326,0.076,0.072,1.00E+00,Tmem33
7.71E-01,0.1490566681,0.037,0.041,1.00E+00,Zfp449
7.71E-01,0.1689995637,0.213,0.213,1.00E+00,Lmbrd2
7.71E-01,0.1226594188,0.456,0.474,1.00E+00,Osbpl1a
7.71E-01,0.145137345,0.133,0.146,1.00E+00,Ppfia3
7.71E-01,0.2025846757,0.193,0.191,1.00E+00,Kat6a
7.72E-01,-0.1115440538,0.041,0.046,1.00E+00,Zfas1
7.72E-01,0.1007074484,0.241,0.239,1.00E+00,Tbc1d30
7.72E-01,-0.2111209004,0.071,0.076,1.00E+00,Gm9962
7.72E-01,-0.2856342654,0.025,0.028,1.00E+00,Zfp467
7.72E-01,0.4693410215,0.06,0.057,1.00E+00,Dpagt1
7.72E-01,-0.3610984979,0.023,0.026,1.00E+00,Gpatch3
7.73E-01,0.1966172518,0.023,0.026,1.00E+00,Rabl3
7.73E-01,0.2027309321,0.122,0.117,1.00E+00,Mapk1ip1l
7.73E-01,0.2515902695,0.154,0.152,1.00E+00,Lifr
7.74E-01,0.2275603209,0.128,0.126,1.00E+00,Shc2
7.75E-01,0.3867927853,0.06,0.057,1.00E+00,Slc39a7
7.75E-01,0.1195126273,0.044,0.048,1.00E+00,Pdk2
7.75E-01,-0.4550623282,0.025,0.028,1.00E+00,Nkain4
7.75E-01,-0.1768477744,0.025,0.028,1.00E+00,Lss
7.76E-01,0.1249318294,0.076,0.072,1.00E+00,Micall1
7.76E-01,0.1249783753,0.404,0.415,1.00E+00,Cask
7.76E-01,0.2484027096,0.264,0.272,1.00E+00,Cyld
7.76E-01,0.1958088336,0.023,0.026,1.00E+00,Gm35501
7.77E-01,0.1244510545,0.023,0.026,1.00E+00,Npff
7.77E-01,0.3052817272,0.039,0.043,1.00E+00,Tmcc2
7.77E-01,0.2973289189,0.076,0.072,1.00E+00,Mrrf
7.77E-01,0.1386866155,0.323,0.33,1.00E+00,Pds5b
7.78E-01,0.2303777713,0.138,0.135,1.00E+00,Ubap1
7.78E-01,0.2693955529,0.099,0.096,1.00E+00,Gpr83
7.78E-01,0.1058282375,0.064,0.07,1.00E+00,Rnf44
7.78E-01,0.2418473567,0.099,0.096,1.00E+00,Zfp410
7.79E-01,0.2336641836,0.078,0.074,1.00E+00,Gemin5
7.79E-01,0.1490974635,0.243,0.267,1.00E+00,Zdhhc2
7.79E-01,-0.3661351298,0.025,0.028,1.00E+00,Ccdc177
7.79E-01,0.21239772,0.073,0.08,1.00E+00,Zfp711
7.79E-01,-0.1886416794,0.048,0.052,1.00E+00,Mrpl18
7.80E-01,0.1528491892,0.195,0.196,1.00E+00,Ppm1g
7.80E-01,0.1192313539,0.023,0.026,1.00E+00,Psmb4
7.80E-01,-0.1454802506,0.071,0.076,1.00E+00,Arpc5l
7.81E-01,0.2079102731,0.023,0.026,1.00E+00,Gsap
7.82E-01,0.1327362043,0.264,0.285,1.00E+00,Cdk14
7.82E-01,0.1588997619,0.177,0.193,1.00E+00,Atp6v1e1
7.82E-01,0.2845571308,0.096,0.093,1.00E+00,Agap2
7.82E-01,0.1276590392,0.108,0.117,1.00E+00,Ypel5
7.82E-01,0.1115855636,0.161,0.157,1.00E+00,Nt5m
7.82E-01,0.1727128428,0.42,0.426,1.00E+00,Camkmt
7.83E-01,0.1550491016,0.216,0.233,1.00E+00,Clip2
7.83E-01,0.2686284068,0.092,0.089,1.00E+00,Timp4
7.83E-01,0.1296112245,0.071,0.067,1.00E+00,Timp2
7.83E-01,0.1605502548,0.108,0.117,1.00E+00,Prpf38b
7.84E-01,0.2631056079,0.076,0.072,1.00E+00,Pla2g7
7.84E-01,-0.1098759082,0.025,0.028,1.00E+00,Slc4a9
7.84E-01,0.1708287422,0.117,0.126,1.00E+00,Zfp810
7.84E-01,0.2100873437,0.307,0.315,1.00E+00,Atxn7
7.85E-01,0.4445475863,0.085,0.083,1.00E+00,Gnaz
7.85E-01,0.1283598053,0.119,0.115,1.00E+00,Gm29514
7.85E-01,0.1675502418,0.101,0.098,1.00E+00,Dlg3
7.85E-01,0.1398478609,0.158,0.157,1.00E+00,Rab15
7.85E-01,0.3161047262,0.073,0.07,1.00E+00,Tvp23b
7.86E-01,0.2289765559,0.31,0.348,1.00E+00,Insr
7.86E-01,-0.5619925485,0.03,0.033,1.00E+00,Ankfn1
7.86E-01,0.3500801932,0.069,0.065,1.00E+00,Sh3bp5l
7.87E-01,-0.1752552432,0.22,0.226,1.00E+00,Rnf112
7.87E-01,0.2154751159,0.073,0.07,1.00E+00,Tab1
7.87E-01,0.238845973,0.154,0.152,1.00E+00,Zfp612
7.87E-01,0.2311273204,0.078,0.074,1.00E+00,Rmnd5b
7.88E-01,0.2090681688,0.083,0.078,1.00E+00,Bmyc
7.88E-01,0.1174445204,0.085,0.091,1.00E+00,Myo1d
7.88E-01,-0.2436377529,0.025,0.028,1.00E+00,Slc26a4
7.89E-01,0.1316510835,0.096,0.091,1.00E+00,Fcf1
7.89E-01,-0.1007547155,0.048,0.052,1.00E+00,Tnfaip1
7.89E-01,0.1847587154,0.025,0.028,1.00E+00,Plagl2
7.89E-01,0.1935727795,0.167,0.167,1.00E+00,Epc2
7.90E-01,-0.1584004993,0.028,0.03,1.00E+00,Tmem86b
7.90E-01,0.1085292594,0.158,0.17,1.00E+00,Pik3cb
7.90E-01,0.3384882393,0.103,0.1,1.00E+00,Tmem106b
7.90E-01,0.1213398163,0.06,0.065,1.00E+00,Cct6a
7.90E-01,0.3013701241,0.064,0.061,1.00E+00,Terf2ip
7.90E-01,-0.2295811644,0.028,0.03,1.00E+00,Dlk2
7.91E-01,0.2834570901,0.057,0.063,1.00E+00,Nemp2
7.91E-01,-0.1215318862,0.046,0.05,1.00E+00,Gm47889
7.92E-01,0.1369473485,0.101,0.098,1.00E+00,Gucy1a1
7.92E-01,0.1319866019,0.057,0.063,1.00E+00,1110002L01Rik
7.92E-01,0.2237951253,0.025,0.028,1.00E+00,Cfap99
7.93E-01,0.1889773719,0.071,0.067,1.00E+00,Nyap1
7.93E-01,-0.3234398846,0.073,0.078,1.00E+00,Rpl35a
7.93E-01,0.2596274202,0.172,0.172,1.00E+00,Cep295
7.93E-01,0.3079033914,0.023,0.026,1.00E+00,Prdm4
7.93E-01,-0.6772750782,0.009,0.011,1.00E+00,Srf
7.93E-01,-0.454618658,0.009,0.011,1.00E+00,Piga
7.93E-01,-0.2400151303,0.03,0.033,1.00E+00,Ptger4
7.93E-01,0.2802716024,0.161,0.159,1.00E+00,Cox11
7.94E-01,0.1486100041,0.076,0.072,1.00E+00,Tbpl1
